FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,geometry
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d73,Plateaux,Agou,Agou 1,Agou-Nyogbo-Agbétiko,"MULTILINESTRING ((0.7684374097231179 6.988997744135988, 0.7681694492676262 6.989090234061868, 0.7680390085150289 6.989098386608906, 0.7679357429192231 6.9890032735601375, 0.7678243247763796 6.988878267838898, 0.7676205111004466 6.988617386333703, 0.7676585563199543 6.9884652054556735, 0.7683678279122013 6.9882423691699875, 0.7686259919017165 6.988764132180375))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d74,Plateaux,Kpélé,Kpélé 2,Kpélé-Kamé,"MULTILINESTRING ((0.7948585697645194 7.204900719889651, 0.7946582013761261 7.204892938593013, 0.7945726071131234 7.204842360164878, 0.7945103567400303 7.204717859418691, 0.7945181380366668 7.204643937100645, 0.7944383797461411 7.204616702562417, 0.7943839106696846 7.2045155457061405, 0.7943761293730481 7.204433842091455, 0.7943430588623422 7.204291833427837, 0.7943916919663213 7.20419262189572, 0.7945414819265767 7.204151770088376))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d75,Savanes,Tandjoaré,Tandjoaré 1,Bombouaka,"MULTILINESTRING ((0.1847501231460979 10.737088352418283, 0.1850750628454586 10.737140272091995, 0.1851874987275904 10.737172307630898, 0.18526395512744 10.73711044589755))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d76,Plateaux,Haho,Haho 2,Djemegni,"MULTILINESTRING ((1.269860043485226 6.996096600226755, 1.2696963205358387 6.995958232601388, 1.2696745874009643 6.9959024508885435, 1.2697492044973668 6.995772776517127, 1.2698180260911358 6.995759736636201, 1.26995059821387 6.995873473375378, 1.2700078288023726 6.995950263785267))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d77,Plateaux,Agou,Agou 1,Gadja,"MULTILINESTRING ((0.8428490860569462 6.787575234422288, 0.8427739323088334 6.787563847490757, 0.8427010559470268 6.787495525901563, 0.8426372891304462 6.78731788976966, 0.8426760046976559 6.787208575226949, 0.842919685032446 6.787137976251448, 0.8431383141178654 6.787297393292901))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d78,Plateaux,Agou,Agou 1,Agou-Nyogbo-Agbétiko,"MULTILINESTRING ((0.7673632882074969 6.916241400024423, 0.7675607138609414 6.915891690568585))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d79,Plateaux,Haho,Haho 1,Dalia,"MULTILINESTRING ((1.130228846154625 6.8098580031098015, 1.1298641420107258 6.810286385755016, 1.1294820710028315 6.810205340389706, 1.1293836587735253 6.809944837429777, 1.129482071002832 6.809545399557889, 1.1302346351092902 6.80983484729114))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d7a,Plateaux,Agou,Agou 1,Gadja,"MULTILINESTRING ((0.8063660165614411 6.773357914444199, 0.8067716057941712 6.773476360857298))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d7b,Plateaux,Amou,Amou 2,Ekpégnon,"MULTILINESTRING ((0.9641932527193133 7.327260898550771, 0.9641797118529088 7.327189809002148, 0.9644008793375132 7.327011520927824, 0.9644155486094511 7.32694607340687))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d7c,Plateaux,Amou,Amou 2,Ekpégnon,"MULTILINESTRING ((0.9953211610352742 7.299751551089454, 0.9953148437339171 7.299677548416413, 0.9953545524853046 7.299452832982422, 0.9955260220935699 7.299329194370146))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d7d,Plateaux,Agou,Agou 1,Agou-Atigbé,"MULTILINESTRING ((0.7674408149784556 6.773371833983099, 0.7674552105385 6.773391243676877, 0.7674738990897146 6.773408764193642, 0.767469226951911 6.773433292917111, 0.7674587146418527 6.773469501985088, 0.7674341859183836 6.773491694639655, 0.7674248416427764 6.773534911914338, 0.7673944727470527 6.773554768500004, 0.7673629358168784 6.773560608672258, 0.7673337349556058 6.773554768500004, 0.7673068701632347 6.773541920121044))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d7e,Plateaux,Agou,Agou 1,Gadja,"MULTILINESTRING ((0.8012089408172598 6.79630367263703, 0.8012731356360797 6.796246610575856, 0.8013694278643101 6.796209163598211, 0.801419357167837 6.796219862734682, 0.8014817687972454 6.796291190311149, 0.8015281317219487 6.7963999648652615))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d7f,Plateaux,Agou,Agou 1,Gadja,"MULTILINESTRING ((0.835800892573464 6.786493961336535, 0.8358154718302829 6.786493961336535, 0.83581061207801 6.786435644309259, 0.8358122319954342 6.78640972563047, 0.8357782137295232 6.78637246752971, 0.8357830734817963 6.786310910667585, 0.8357782137295231 6.7862623131448565, 0.8357863133166448 6.786221815209247, 0.8358041324083124 6.7861732176865175, 0.8358187116651313 6.7861634981819705, 0.8358818884446804 6.786148918925152, 0.836001762334081 6.786169977851668, 0.836084378122722 6.786203996117579, 0.8361151565537842 6.786218575374398, 0.8361264959757545 6.786322250089555, 0.8361248760583301 6.786377327281982, 0.8360924777098435 6.786484241831988, 0.8360633191962055 6.786531219437292))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d80,Plateaux,Agou,Agou 2,Agotimé-Nord,"MULTILINESTRING ((0.7346071991971007 6.737756707146311, 0.734424371579541 6.73757093069621, 0.7343152647755132 6.737497209882678, 0.734176669646073 6.737349768255615, 0.7341176929952472 6.737296689269872, 0.7339643537031004 6.737220019623798, 0.7338788375594031 6.737175787135679, 0.7338788375594031 6.737161042972973, 0.7340557675118802 6.736945778197459, 0.734085255837293 6.7369369316998355, 0.7341235906603297 6.736951675862541, 0.7342444927945224 6.736942829364916, 0.7343329577707611 6.736839620225973, 0.7343535995985501 6.736836671393432, 0.7343919344215868 6.736981164187955, 0.7344096274168346 6.73704014083878, 0.7344391157422473 6.737081424494359, 0.7345423248811924 6.737110912819771, 0.7346160456947246 6.737184633633303, 0.7346691246804677 6.73719937779601, 0.7347487431590825 6.737149247642808, 0.7347693849868715 6.737243610284129, 0.7348136174749909 6.737249507949212, 0.7348578499631102 6.737211173126176, 0.7349020824512295 6.737187582465846))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d81,Plateaux,Haho,Haho 4,Wahala,"MULTILINESTRING ((1.1128613125347766 7.15922666732539, 1.112933460781319 7.159206053540664, 1.1129901486893166 7.159149365632666, 1.1130262228125878 7.1590978311708495, 1.1130313762587691 7.159030836370489, 1.1130159159202246 7.158974148462491, 1.1129953021354981 7.158943227785402))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d82,Plateaux,Amou,Amou 2,Kpatégan,"MULTILINESTRING ((0.9683116445994419 7.359216713818372, 0.9684137946565708 7.359655358181339, 0.9689906420380061 7.35952917281665, 0.9688674610867621 7.359018422531004))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d83,Plateaux,Haho,Haho 3,Kpédomé,"MULTILINESTRING ((1.1833664439960632 7.052414853848252, 1.184778350735599 7.050785730687249, 1.1859575255949912 7.0513908335756215, 1.185647216421467 7.052445884765604, 1.1849024744050085 7.053221657699415))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d84,Plateaux,Agou,Agou 1,Gadja,"MULTILINESTRING ((0.808071916582929 6.8356595322545175, 0.807914729437625 6.835292762248806, 0.807963094713103 6.8351033315865175, 0.8080154904282045 6.8351033315865175, 0.8080920687810448 6.834974357518576))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d85,Plateaux,Agou,Agou 1,Gadja,"MULTILINESTRING ((0.7853956974611308 6.768822690505245, 0.7854740622497964 6.768733639609033, 0.7860190537346071 6.768715829429792, 0.7861223527742119 6.768676647035459))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d86,Plateaux,Agou,Agou 1,Gadja,"MULTILINESTRING ((0.7858685616349609 6.770988855698549, 0.786010579800707 6.770872922502022, 0.7861728862758453 6.770864227512282, 0.7863091077817649 6.77091639745072, 0.786454024277424 6.771046822296813, 0.7864482276175976 6.7711482638437746))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d87,Plateaux,Haho,Haho 1,Atchavé,"MULTILINESTRING ((1.1145033333333332 6.867971666666667, 1.1145933333333333 6.86811, 1.1146316666666667 6.868123333333333, 1.1146316666666667 6.868123333333333, 1.1146316666666667 6.868123333333333))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d88,Plateaux,Haho,Haho 1,Atchavé,"MULTILINESTRING ((1.1147 6.868076666666667, 1.1147433333333334 6.868038333333334, 1.11473 6.868015000000001, 1.1146666666666667 6.8679016666666675, 1.1146333333333334 6.867888333333333, 1.1145516666666666 6.867914999999999))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d89,Plateaux,Haho,Haho 4,Wahala,"MULTILINESTRING ((1.165833989459019 7.161895772859545, 1.1658451293044532 7.161860496682337, 1.1658636957135098 7.161851213477809, 1.1658822621225664 7.161849356836905, 1.1659156816588687 7.161849356836905, 1.1659620976815106 7.161854926759622, 1.1659973738587184 7.161908769345887))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d8a,Plateaux,Haho,Haho 1,Hahomégbé,"MULTILINESTRING ((0.9835387751366601 6.958477835452864, 0.9836573278669329 6.958437354032769, 0.9840476844178314 6.958020973711811, 0.9839696131076516 6.957911095571558, 0.9839002163874919 6.9579139871015645, 0.983715158467066 6.957859048031437, 0.983480944536527 6.958133743382069))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d8b,Plateaux,Agou,Agou 1,Gadja,"MULTILINESTRING ((0.8590258874778826 6.782849876196371, 0.8590697041889277 6.782873073278689, 0.8591154539901664 6.782903358358382, 0.8591199645339506 6.782908513265564, 0.8591476721600529 6.78293493216487, 0.8591786016031439 6.782961995427574, 0.8592133972266213 6.783001301594836, 0.859235305582144 6.783035452854915, 0.8592469041233031 6.783070248478391, 0.8592546364840756 6.783107621555461, 0.8592507703036892 6.783134040454766, 0.859237238672337 6.783166258624653, 0.8592237070409846 6.7831881669801755, 0.8592017986854619 6.783212652789289, 0.8591605594280075 6.783246159685972, 0.8591032110856099 6.783275156038869, 0.8590400634726325 6.783275800402266, 0.8589788489498487 6.783268712404891, 0.85894727514336 6.783241649142186, 0.858897659161735 6.783179790256003, 0.8588770395330078 6.783097311741095, 0.8588649242951557 6.783033757881056, 0.8588705683707059 6.782979010348219, 0.8588829853369165 6.782926520445602))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d8c,Plateaux,Danyi,Danyi 1,Danyi-Atigba,"MULTILINESTRING ((0.6770393656579173 7.232953153594132, 0.6773139096150158 7.2329142598668765))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d8d,Plateaux,Agou,Agou 2,Amoussou-Kopé,"MULTILINESTRING ((0.8158829939259465 6.7055475186272675, 0.8159412706913822 6.705577822545294, 0.8160065406686701 6.705603464322086, 0.8160764727871926 6.705640761451964, 0.8161487359763329 6.705675727511226, 0.8162396477304121 6.705717686782339, 0.8163888362499273 6.705801605324567, 0.8164121469561015 6.705848226736915, 0.8164098158854841 6.705887854937411, 0.8163934983911622 6.705962449197169, 0.8163631944731357 6.706046367739397, 0.8163025866370826 6.70616991448212, 0.8162326545185599 6.706293461224844, 0.8161743777531244 6.70639602833201, 0.8161370806232456 6.706454305097446, 0.8160811349284274 6.70648694008609, 0.816034513516079 6.706489271156707, 0.8159832299624958 6.706489271156707, 0.8159482639032346 6.706475284733003, 0.8158923182084167 6.706449642956211, 0.8158270482311288 6.7064193390381845, 0.8157664403950761 6.706379710837688, 0.8157011704177882 6.7063307583547225, 0.81565454900544 6.706295792295461, 0.8156219140167961 6.706272481589287, 0.8155822858162999 6.70624217767126))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d8e,Plateaux,Haho,Haho 3,Kpédomé,"MULTILINESTRING ((1.2068678827032204 7.031158697454014, 1.207032664258379 7.031377128817829, 1.2072357671054352 7.031342639655121, 1.207297081172471 7.031154865324824))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d8f,Plateaux,Haho,Haho 3,Kpédomé,"MULTILINESTRING ((1.2284365786492388 7.0347825855623975, 1.2284873803768697 7.034311514997094))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d90,Plateaux,Agou,Agou 1,Gadja,"MULTILINESTRING ((0.7996109038485962 6.726187141095297, 0.7993494020310513 6.726326297419634, 0.799303639212981 6.72628987395219, 0.7993484680959886 6.726144180082414, 0.7996006305629071 6.726067597407275))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d91,Plateaux,Agou,Agou 2,Amoussou-Kopé,"MULTILINESTRING ((0.8092471163537643 6.708534633898829, 0.8092695363887359 6.709450406096504, 0.8094713167034776 6.709581477070182, 0.8101611639333641 6.709615969431677, 0.8099956005981913 6.708624314038716))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d92,Plateaux,Haho,Haho 4,Wahala,"MULTILINESTRING ((1.1665241232401642 7.171079974617214, 1.1665807023680104 7.17113655374506, 1.166705176449272 7.171147869570629, 1.166878685774667 7.17113655374506, 1.167108774227908 7.171117694035778, 1.1671615814138978 7.1709215530592445))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d93,Plateaux,Haho,Haho 1,Atchavé,"MULTILINESTRING ((1.1367386937451285 6.863353435687045, 1.136727192402037 6.8632218092049975, 1.1368345382708918 6.863201362372834, 1.1368473175409937 6.863338100562922, 1.136739971672139 6.863357269468076))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d94,Plateaux,Haho,Haho 3,Kpédomé,"MULTILINESTRING ((1.1577332693458264 7.041647307472737, 1.157838944752879 7.042003266738598, 1.157755516799943 7.042214617552703, 1.1577054600281813 7.042370349731517))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d95,Plateaux,Agou,Agou 2,Agotimé-Nord,"MULTILINESTRING ((0.7416675778567687 6.742031060021376, 0.7416675778567687 6.742089262566093, 0.7415835075143992 6.742302671896724, 0.7414800363237904 6.74231560579555, 0.7413765651331817 6.742283271048484, 0.7412795608919861 6.742244469352005, 0.7410079490166381 6.741985791375485, 0.7408527422307251 6.741901721033115, 0.7404323905188772 6.7415072371189195, 0.7403612540753337 6.741377898130659, 0.7403871218729858 6.741229158294158, 0.7405229278106598 6.741119220154136, 0.7406393329000945 6.741119220154136, 0.7408074735848338 6.741112753204725, 0.7409238786742685 6.741183889648268, 0.7410402837637033 6.74122915829416, 0.7411760897013774 6.741403765928312, 0.7412860278413991 6.741455501523617, 0.7413377634367034 6.741558972714225, 0.7414347676778991 6.74165597695542, 0.7415123710708555 6.741727113398964, 0.7416223092108774 6.74182411764016, 0.7416999126038339 6.741998725274312, 0.7416675778567687 6.74201165917314))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d96,Plateaux,Haho,Haho 1,Notsé,"MULTILINESTRING ((1.189328887609454 6.9535722987663435, 1.1893422212380416 6.953513038194846, 1.1894651869239043 6.953476000337657, 1.1895022247810918 6.95352192728057, 1.1895096323525294 6.95363452236642, 1.1894785205524918 6.953641929937858, 1.1893896296952418 6.953625633280695, 1.1893466657809042 6.953622670252121, 1.1893288876094543 6.953576743309208))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d97,Plateaux,Kpélé,Kpélé 1,Kpélé-Dawlotou,"MULTILINESTRING ((0.8448829301378488 6.9003437173281945, 0.8448637991014251 6.90042024147389, 0.8448154088328241 6.900444999285733, 0.8446409787948438 6.900431495024727, 0.8445813349754053 6.900368475140038, 0.8445588278737305 6.900298703124846))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d98,Plateaux,Haho,Haho 1,Notsé,"MULTILINESTRING ((1.1893734521696693 6.953686442463802, 1.1893519043393386 6.953741140802332, 1.1893436167122886 6.953767661208895, 1.1893651645426193 6.953838934801527, 1.1894099177286908 6.9538588251064475, 1.1894977665754236 6.953847222428576, 1.189539204710675 6.953847222428576, 1.1895458348123151 6.953824017072836, 1.1895590950155956 6.953772633785124, 1.1895524649139555 6.953722908022822, 1.1895325746090348 6.9536665521588805, 1.1894364381352518 6.953656607006419, 1.1893734521696697 6.953681469887571))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d99,Maritime,Avé,Avé 1,Tovégan,"MULTILINESTRING ((0.775138105580173 6.553417463299446, 0.7751226729632502 6.5532499091728535, 0.7751403102397336 6.55318156472648))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d9a,Plateaux,Est-Mono,Est-Mono 1,Elavagnon,"MULTILINESTRING ((1.4863166348505827 7.915728213119768, 1.4864161749817784 7.916013008495134, 1.4864935950838194 7.916194116233837, 1.4866719378188784 7.916427759041782))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d9b,Plateaux,Anié,Anié 2,Glitto,"MULTILINESTRING ((1.5196302815020024 7.59805285312354, 1.519546203215755 7.598215620062301, 1.51940822859217 7.598475400408271, 1.519350020547845 7.598587504789934))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d9c,Plateaux,Agou,Agou 2,Amoussou-Kopé,"MULTILINESTRING ((0.8191260953947127 6.706693659025149, 0.819318921717307 6.706110669500113, 0.8194384514845292 6.706194114809306, 0.819508365121961 6.7063102616585875, 0.8195072374826475 6.706486173391482, 0.819465514828051 6.706713956532792, 0.8193707931257239 6.70673650931906))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d9d,Plateaux,Agou,Agou 2,Amoussou-Kopé,"MULTILINESTRING ((0.8240793460140143 6.702032753960144, 0.8236523635201626 6.702773611002456, 0.82404729876282 6.7030158505188355, 0.8245072710740772 6.7022995001980235))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d9e,Plateaux,Agou,Agou 1,Gadja,"MULTILINESTRING ((0.8444074494770704 6.762111179000527, 0.844395643839925 6.761855882097262, 0.8442525004895384 6.7617274957933065, 0.8438437303033828 6.7616522348565065))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4d9f,Plateaux,Agou,Agou 1,Kati,"MULTILINESTRING ((0.8337463293648294 6.88118735940588, 0.8338363289419934 6.881030585948885, 0.8339350381556574 6.881059618070551, 0.8340047152476554 6.88107703734355, 0.8341382630073183 6.881140908011216, 0.8341672951289842 6.881161230496382, 0.8342224561601493 6.881219294739713, 0.8341992304628166 6.881315100741212))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4da0,Plateaux,Agou,Agou 1,Agou-Atigbé,"MULTILINESTRING ((0.7565687166559505 6.774124673306775, 0.7565887686531231 6.774064517315257, 0.7566048102508612 6.774028423720346, 0.7566328830469029 6.773980298927132, 0.75665694544351 6.773948215731656, 0.7566970494378553 6.7739281637344835, 0.7567451742310696 6.773948215731656, 0.7567772574265458 6.773984309326567, 0.7568374134180637 6.774016392522044, 0.7568775174124089 6.774052486116954, 0.7569176214067541 6.7740605069158235, 0.7569938189960101 6.774104621309602, 0.7570259021914864 6.774168787700556, 0.7570178813926173 6.7742169124937694, 0.7570018397948791 6.774277068485287))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4da1,Plateaux,Kloto,Kloto 1,Tové,"MULTILINESTRING ((0.711473331021972 6.873237200090355, 0.7112945103079467 6.873689890366398, 0.7107999340988858 6.873530401621456, 0.7106501113384861 6.872876336667452))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4da2,Plateaux,Agou,Agou 1,Gadja,"MULTILINESTRING ((0.7925293219342103 6.716140079109658, 0.79229389259057 6.716983140378311, 0.7921234865894592 6.717030226247039, 0.791843213561316 6.716971929457185, 0.7917198934289329 6.716841882772128, 0.7918095807979387 6.7160190011614995))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4da3,Plateaux,Agou,Agou 1,Gadja,"MULTILINESTRING ((0.791816307350614 6.715895681029115, 0.7918813306931434 6.715467423842113, 0.7921638459055116 6.715323924051703))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4da4,Plateaux,Agou,Agou 1,Gadja,"MULTILINESTRING ((0.7957783319135291 6.716485421403646, 0.7950898130437106 6.7163234169636885, 0.7952454225715645 6.715696715577539, 0.7953392146157503 6.715622108269663, 0.7960106803866261 6.715794770896459))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4da5,Plateaux,Haho,Haho 1,Hahomégbé,"MULTILINESTRING ((1.060315898655192 6.940809857277374, 1.060359521643237 6.94073089872435, 1.0603863945222847 6.940614449581812, 1.060165439739004 6.940439775868002))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4da6,Plateaux,Haho,Haho 4,Wahala,"MULTILINESTRING ((1.1652807244813939 7.1858308122834345, 1.1653074912582366 7.18586947540554, 1.1653699470708703 7.185881371750804, 1.1654324028835035 7.185890294009751, 1.1654710660056098 7.185896242182383, 1.165536495904559 7.1858605531465924, 1.1655602885950864 7.185738615607642))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4da7,Plateaux,Haho,Haho 1,Hahomégbé,"MULTILINESTRING ((1.004353199029066 6.936056265229376, 1.003807699230825 6.935763160860173, 1.0034006098291521 6.935543332583271, 1.0033843262530855 6.935111817817498, 1.003555303801788 6.934794288084193, 1.0039786767795271 6.9347128702038585, 1.004426475121367 6.935413063974735))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4da8,Plateaux,Haho,Haho 1,Hahomégbé,"MULTILINESTRING ((0.9956067353117304 6.961469293203132, 0.9955760741714953 6.96169268151056, 0.9955016114023525 6.9620606151933835, 0.9954096279816468 6.962375986921518, 0.9953483057011763 6.962704499138322, 0.9953132643980502 6.962984829563331, 0.9952169008144538 6.963361523571936, 0.995124917393748 6.963527969761784, 0.9947482233851436 6.963475407807095, 0.9945335954034968 6.9632520194996665, 0.994038636996842 6.962932267608642, 0.9937364057573801 6.962875325491063, 0.9936488024995651 6.96256433392582, 0.9938940916214472 6.962200780405887, 0.9942357443269256 6.961727722813687, 0.9944153310054464 6.961464913040242, 0.9946124383355304 6.961412351085552))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4da9,Plateaux,Agou,Agou 2,Agotimé-Nord,"MULTILINESTRING ((0.7183841351576168 6.663137851387106, 0.718415580642021 6.663068938942562, 0.7183914947390733 6.663026119559544, 0.7184383284392496 6.662939811740647, 0.7185012194080582 6.662921747313436, 0.7185119242538128 6.662899668569067, 0.7185413625796381 6.662901675727646, 0.7185835129097969 6.662851496763171, 0.7185774914340598 6.662802655904415, 0.7185326648924624 6.662722369561257, 0.7184931907737421 6.662696276499731, 0.7184015305319681 6.662643421323819, 0.7183453300917563 6.662626695002327, 0.7182703961714738 6.662628033108047, 0.718236274475631 6.6626407451123795, 0.7181947931983318 6.662648773746695, 0.7181673620310857 6.6626815573368185, 0.7180790470536101 6.662879596983278, 0.7180027750276085 6.662934459317772, 0.7179726676489235 6.662942487952087, 0.7179459055345369 6.662941149846367, 0.7178957265700618 6.662980623965088, 0.7178669572970963 6.662985307335107, 0.7178676263499559 6.663035486299581, 0.7178676263499559 6.663047529251055, 0.7181646858196468 6.663196058985901, 0.7181981384626301 6.663214792465972, 0.7182095123612444 6.663255604690412, 0.7182175409955603 6.663281697751938, 0.7182844462815268 6.663297085967711, 0.7183580420960898 6.66325627374327, 0.7183821279990378 6.663192044668744, 0.7184001924262488 6.663161268237199, 0.7183848042104765 6.663138520439972))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4daa,Plateaux,Agou,Agou 2,Agotimé-Nord,"MULTILINESTRING ((0.7226255772585601 6.701790972829729, 0.7231923299065414 6.701730679994835, 0.7232948277258568 6.701875382798575, 0.7232857838006234 6.7020954516459295, 0.7232375495327099 6.702155744480821, 0.7230566710280352 6.7022522130166475))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dab,Plateaux,Agou,Agou 2,Agotimé-Nord,"MULTILINESTRING ((0.7282012761796043 6.720280427483269, 0.7281473095163967 6.720291991768242, 0.728097197614847 6.720276572721612, 0.7280586499982704 6.720241879866692, 0.7280162476200361 6.72018020368017, 0.727969990480144 6.7201108179703315, 0.7279352976252249 6.720083834638728, 0.7279275881019097 6.72002986797552, 0.7279275881019097 6.719983610835628, 0.7279391523868826 6.719925789410763, 0.727969990480144 6.719891096555845))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dac,Savanes,Tandjoaré,Tandjoaré 1,Bombouaka,"MULTILINESTRING ((0.2009296449773968 10.712718023645166, 0.2010429571358538 10.71274826340531, 0.2011338866457268 10.712788124902703, 0.2011702584496759 10.712773005025, 0.2013423250606663 10.712867847881748, 0.2014038773442726 10.712856851610029, 0.2014780198677074 10.712903585762096, 0.2015479656445328 10.71294069817184, 0.2016109168436756 10.712954443507625, 0.2016263049145772 10.712997054044601))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dad,Plateaux,Haho,Haho 1,Hahomégbé,"MULTILINESTRING ((1.0516534521825698 6.924328275932456, 1.0514976290574136 6.924739648982868, 1.051385436407301 6.925001431833131, 1.0512732437571883 6.925250748833381, 1.0512607779071759 6.925338009783467, 1.0514726973573882 6.925506298758636, 1.0517282472826446 6.925693286508824, 1.051983797207901 6.9257618486838926, 1.0521146886330321 6.925793013308925, 1.0521894837331072 6.9257680816089, 1.0522892105332071 6.92571821820885, 1.0524574995083757 6.925531230458662, 1.052588390933507 6.925225817133356, 1.0527005835836196 6.925088692783219, 1.0528003103837198 6.924864307482992, 1.0528501737837699 6.924689785582817, 1.0528813384088012 6.924540195382667, 1.0527192823586387 6.924396838107524, 1.052607089708526 6.9243594405574855, 1.0523577727082758 6.92423478205736, 1.0521957166581133 6.924209850357336))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dae,Plateaux,Agou,Agou 2,Agotimé-Nord,"MULTILINESTRING ((0.7068575004576362 6.758961911023264, 0.7066537506864543 6.758809098694878, 0.706411797833176 6.758751794071734, 0.7062080480619942 6.758605348923697, 0.7058896890445225 6.75845253659531, 0.7058451187820766 6.758318825807971, 0.7059660952087158 6.757911326265609, 0.7061571106191988 6.757777615478273))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4daf,Savanes,Tône,Tône 2,Naki-Ouest,"MULTILINESTRING ((0.0783736433935566 10.915138746637114, 0.0786828303361982 10.915193945423566, 0.0790843718201484 10.915450225369176, 0.0794216666666666 10.91583267349229, 0.0794377283260246 10.915978555636336, 0.0796987302905923 10.916293976243452, 0.0798513160544934 10.916577854503515, 0.079991855573876 10.91668036603076, 0.0800199634777525 10.916727679031407))"
