FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,village,barrage_nom_officiel,barrage_type,barrage_utilisation,geometry
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6562,Plateaux,Amou,Amou 2,Ekpégnon,Nyile,Barrage Nyile,Barrage paysan,"{elevage,irrigation}","MULTIPOLYGON (((0.9650169328682431 7.3276831566839995, 0.9649359011449188 7.327327321725052, 0.9646258667252433 7.327019048864581, 0.9644197642985272 7.326892216601986, 0.9644056718249056 7.327006717950161, 0.964178430687757 7.327184635429633, 0.9642365621414462 7.3273977840931614, 0.9645043191402568 7.327933298090783, 0.964720990922189 7.327929774972376, 0.9650169328682431 7.3276831566839995)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6563,Plateaux,Amou,Amou 2,Ekpégnon,Agbogboli,Nsp,Barrage paysan,{irrigation},"MULTIPOLYGON (((0.9956332873832784 7.300705435486206, 0.9954585795966893 7.3004189661008425, 0.9953365410692926 7.3000849659206, 0.9953159872120466 7.299661042614907, 0.9953532410783044 7.299452934810293, 0.9955266642488154 7.299327042434663, 0.9956872727366467 7.29941536764343, 0.9956999209685842 7.299720506238919, 0.9957394466933884 7.300164775385719, 0.9957252174324589 7.3005710998367075, 0.9956332873832784 7.300705435486206)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6564,Plateaux,Amou,Amou 3,Avédjè,Loto,Retenue d'eau d'usine de Datcha,Retenue d'eau,{autre},"MULTIPOLYGON (((1.1330116181708267 7.432975964757863, 1.1329689293020886 7.432972083951614, 1.132934002045848 7.43294879911412, 1.1329301212395992 7.432890587020386, 1.1329689293020886 7.4328750637953895, 1.1330154989770755 7.432882825407888, 1.1330349030083204 7.432921633470377, 1.1330426646208183 7.432956560726618, 1.1330116181708267 7.432975964757863)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6565,Plateaux,Anié,Anié 2,Glitto,Glitto,Barage de Glitto,Retenue d'eau,{irrigation},"MULTIPOLYGON (((1.5196166916157727 7.598453340024691, 1.519735447275539 7.598441869307554, 1.5197705341750154 7.598373045004735, 1.5197705341750154 7.598373045004735, 1.5197597382059458 7.598281279267643, 1.5197664856866144 7.598242143879765, 1.5197273502987365 7.598205707484155, 1.5196947765372217 7.598041382718346, 1.5196357148057398 7.598047288891494, 1.5193522184946266 7.59858475064798, 1.5194349049187013 7.598608375340572, 1.5195736999876837 7.598531595089647, 1.5196166916157727 7.598453340024691)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6566,Plateaux,Est-Mono,Est-Mono 1,Elavagnon,Eko,Barrage,Retenue d'eau,{autre},"MULTIPOLYGON (((1.4529978387088887 7.968710207802056, 1.452728053603904 7.968860770300775, 1.4523151577078415 7.969028727953409, 1.4522801665302096 7.967978992624438, 1.4524446250650815 7.967916008504702, 1.4529978387088887 7.968710207802056)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6567,Plateaux,Est-Mono,Est-Mono 1,Elavagnon,Gbagbadjakou,Nsp,Barrage paysan,"{eau potable,irrigation,elevage}","MULTIPOLYGON (((1.4863199074471574 7.9157366006835455, 1.4864000925528424 7.91596333098238, 1.4864913376731053 7.9161872962775695, 1.4866682979063421 7.916425086590981, 1.4868438756377567 7.916228771332236, 1.4870512509110811 7.916123701193751, 1.4872752162062715 7.916008953542511, 1.4874798264759517 7.915992363520646, 1.487645726694611 7.915908030909494, 1.4875876616180799 7.915844435825674, 1.4872655386935163 7.915765633221811, 1.486906088219754 7.9156937431270595, 1.486565992771502 7.9156647105887945, 1.4863199074471574 7.9157366006835455)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6568,Plateaux,Est-Mono,Est-Mono 1,Gbadjahè,Gbagbadjakou,Nsp,Retenue d'eau,{elevage},"MULTIPOLYGON (((1.4713478021768915 7.916462761185246, 1.4713570990417222 7.916323308212787, 1.4715746456787588 7.916325167585754, 1.4715672081868945 7.916472058050077, 1.4713478021768915 7.916462761185246)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6569,Centrale,Blitta,Blitta 1,Blitta-Village,Yomaboua,Nsp,Retenue d'eau,{autre},"MULTIPOLYGON (((0.9983583060582663 8.393780977914691, 0.9984401096419204 8.394034135085422, 0.9985659613090807 8.39424994106785, 0.9986792278095252 8.394409720419874, 0.9988350231580871 8.394334899786884, 0.998993115774648 8.39428928342836, 0.999240135488024 8.3941622092585, 0.9991610891797436 8.393956935511646, 0.9990853364676417 8.393722336810931, 0.9989865285822913 8.393572454233492, 0.9988811335045843 8.393565937598376, 0.9985945906370677 8.39363436226162, 0.9983583060582663 8.393780977914691)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_656a,Plateaux,Est-Mono,Est-Mono 2,Morétan,Agan,Nsp,Mare naturelle,{eau potable},"MULTIPOLYGON (((1.4185801539167615 8.116698256492715, 1.4187718205834285 8.117416245515388, 1.417605 8.117405, 1.4176683333333333 8.117051666666667, 1.4185801539167615 8.116698256492715)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_656b,Plateaux,Est-Mono,Est-Mono 2,Morétan,Moretan,Barrage de Moretan,Retenue d'eau,{irrigation},"MULTIPOLYGON (((1.358165 8.106361666666666, 1.3582983333333334 8.10634, 1.3590433333333332 8.104468333333333, 1.3589633333333335 8.104298333333332, 1.3587516666666666 8.104278333333333, 1.3587016666666667 8.104316666666668, 1.358165 8.106361666666666)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_656c,Plateaux,Est-Mono,Est-Mono 2,Morétan,Moretan,Barrage de Moretan,Retenue d'eau,{irrigation},"MULTIPOLYGON (((1.3579516666666667 8.106405, 1.3573066666666667 8.104323333333333, 1.3586500000000001 8.104266666666666, 1.3586866666666666 8.104328333333333, 1.3581166666666666 8.106361666666666, 1.3579516666666667 8.106405)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_656d,Plateaux,Est-Mono,Est-Mono 2,Morétan,Moritan,N/a,Retenue d'eau,{autre},"MULTIPOLYGON (((1.342394805714214 8.099412967197766, 1.342368170821473 8.100728730899167, 1.3420645330442265 8.100680788092232, 1.3418780887950401 8.10048368988595, 1.341670336631661 8.100345188443697, 1.341073715034265 8.100227994915636, 1.3411216578411989 8.100073512537739, 1.3412175434550664 8.099988280880968, 1.3412495053263556 8.099903049224197, 1.342394805714214 8.099412967197766)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_656e,Plateaux,Est-Mono,Est-Mono 2,Morétan,Afidegnigba,Nsp,Retenue d'eau,"{elevage,autre}","MULTIPOLYGON (((1.3662969647886007 8.091505097007339, 1.3660298146210208 8.091002738540043, 1.3659049509557388 8.090863355843915, 1.36572201116707 8.090895297711773, 1.3656639350436832 8.090953373835161, 1.3655710132462637 8.091060814663427, 1.36549841809203 8.091200197359553, 1.3654693800303366 8.091240850645926, 1.3654955142858605 8.091455732302457, 1.3654926104796914 8.091653191121972, 1.3655158409290462 8.09170545963302, 1.3656987807177152 8.09167351776516, 1.365716203554731 8.091688036796008, 1.3662737343392455 8.091612537835603, 1.3662969647886007 8.091505097007339)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_656f,Plateaux,Est-Mono,Est-Mono 2,Morétan,Tchikita,Tchikita,Retenue d'eau,"{eau potable,irrigation,elevage,autre}","MULTIPOLYGON (((1.3387040167440865 8.194761798189266, 1.3388764139050973 8.194744558473165, 1.3390591548957689 8.194689391381642, 1.3392384479432202 8.194613536630797, 1.3395177313440578 8.194599744857916, 1.3395625546059207 8.19450320244775, 1.339410845104231 8.194399764151145, 1.3393039588644042 8.194427347696907, 1.339145353476274 8.194210127274033, 1.3389557165991621 8.194058417772343, 1.3386316099364615 8.19401014656726, 1.3384109415703673 8.194389420321485, 1.3387040167440865 8.194761798189266)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6570,Plateaux,Est-Mono,Est-Mono 2,Morétan,Ilekohan,N/a,Retenue d'eau,"{irrigation,elevage}","MULTIPOLYGON (((1.4613159920897576 8.143346543061586, 1.4613667024765566 8.143302171473136, 1.4613033144930578 8.143134193316865, 1.461167030328535 8.143016925547391, 1.4609958827730876 8.142877471983693, 1.4608754456044395 8.14281091460102, 1.460707467448167 8.142801406403494, 1.4606187242712685 8.142833100395244, 1.460469762510046 8.143229275292114, 1.4605363198927197 8.143318018469014, 1.460653587662193 8.143371898254989, 1.460986374575563 8.143460641431888, 1.4612335877112088 8.143444794436013, 1.4613159920897572 8.143346543061588, 1.4613159920897576 8.143346543061586)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6571,Plateaux,Est-Mono,Est-Mono 2,Morétan,Issati,Nsp,Retenue d'eau,"{irrigation,elevage}","MULTIPOLYGON (((1.3596277762192086 8.339854308376642, 1.3596417023009626 8.339932642586508, 1.3596799990257866 8.340045792000762, 1.3597130734699527 8.340225090303344, 1.3597148142301718 8.340299942992774, 1.3597287403119258 8.340576723867635, 1.3596695544644704 8.34068465100123, 1.3595407382082452 8.340674206439914, 1.3594519594370627 8.34058716842895, 1.3594049589111428 8.340427018488779, 1.359519849085614 8.340277313109922, 1.359420625753116 8.340174608256984, 1.3594084404315812 8.340077125684703, 1.3595355159275873 8.339953531709135, 1.3596155908976735 8.339937864867164, 1.3596277762192086 8.339854308376642)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6572,Plateaux,Est-Mono,Est-Mono 2,Badin-Copé,Modokoute,Modokoute,Retenue d'eau,"{irrigation,elevage,autre}","MULTIPOLYGON (((1.5393809574806079 8.244643811748967, 1.539649600079963 8.244524415038141, 1.5401719606898205 8.244360244560756, 1.5406196983554126 8.244300546205345, 1.5408137180105024 8.244628887160113, 1.54094803931018 8.245210946125383, 1.5412913048538004 8.245748231324093, 1.5413957769757718 8.245987024745743, 1.5415599474531556 8.246016873923448, 1.5425449703174576 8.247315313153667, 1.542649442439429 8.24747948363105, 1.5423658752512208 8.247643654108433, 1.5419330621744818 8.247763050819257, 1.541276380264947 8.247688427874992, 1.5409032655436203 8.247748126230405, 1.540216734456379 8.246300441111657, 1.5393809574806079 8.244643811748967)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6573,Plateaux,Est-Mono,Est-Mono 2,Kamina,Kamina,Awemo,Retenue d'eau,"{eau potable,irrigation}","MULTIPOLYGON (((1.5677316666666665 8.102136666666667, 1.5675376325906594 8.10150921480909, 1.5674729545653234 8.1008947735684, 1.5677208869957768 8.099806026808583, 1.5679041414008947 8.099795247137694, 1.5684323452744695 8.10012941693526, 1.5684646842871375 8.100700739492392, 1.5685940403378087 8.100981010935515, 1.5686910573758124 8.10106724830263, 1.5688204134264838 8.101315180733085, 1.568356887578245 8.101735587897767, 1.5681520738313488 8.101929621973774, 1.5679041414008954 8.102102096708002, 1.5677640056793347 8.102166774733337, 1.5677316666666665 8.102136666666667)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6574,Plateaux,Anié,Anié 1,Anié,Adjassiwewe,Nsp,Retenue d'eau,"{irrigation,autre}","MULTIPOLYGON (((1.1449829493931725 7.726379149435988, 1.1448671415739764 7.72656251181638, 1.1443701330165958 7.727604782189137, 1.1441047400976063 7.728140393352918, 1.1440034082558106 7.728106616072319, 1.1440082335816104 7.72808731476912, 1.143940679020413 7.728043886836921, 1.1439020764140149 7.728096965420718, 1.143979281626812 7.728135568027117, 1.1439696309752123 7.728135568027117, 1.1439937576042114 7.7281114413981165, 1.144085438794408 7.728164519981915, 1.142777775502658 7.730866702429812, 1.1425799371448657 7.7313299337065935, 1.1422276883614793 7.731971702037969, 1.1420395006552866 7.732111636486165, 1.140225178154557 7.7331056536009255, 1.139390396791189 7.733158732184723, 1.1393276675557917 7.733153906858923, 1.139269763646194 7.733096002949325, 1.1391443051753987 7.733124954904124, 1.139216685062396 7.7330284483881275, 1.1392601129945943 7.7330284483881275, 1.139322842229992 7.733062225668726, 1.139400047442789 7.733047749691327, 1.1394434753749874 7.732989845781729, 1.1396316630811798 7.7329657191527295, 1.1397088682939769 7.733013972410728, 1.1398295014389723 7.7329657191527295, 1.139945309258168 7.73297054447853, 1.139916357303369 7.7329367671979305, 1.1397522962261757 7.732830610030335, 1.1398343267647726 7.732801658075536, 1.1397571215519757 7.732705151559539, 1.1395158552619848 7.732666548953142, 1.1391346545237995 7.732671374278941, 1.1389078642112085 7.732642422324142, 1.1388837375822094 7.732560391785544, 1.1387775804146139 7.7326327716725425, 1.138681073898618 7.732579693088743, 1.1387486284598154 7.732521789179145, 1.1387486284598154 7.732459059943748, 1.1388161830210128 7.732425282663149, 1.1387679297630147 7.732343252124553, 1.138705200527617 7.73239633070835, 1.1386183446632203 7.73240598135995, 1.1386183446632203 7.7325266145049465, 1.1385170128214241 7.732603819717744, 1.1383867290248293 7.7326327716725425, 1.1382709212056337 7.732656898301542, 1.1382805718572329 7.732594169066145, 1.1382178426218352 7.7326038197177445, 1.1382178426218352 7.732574867762946, 1.1383770783732292 7.732555566459746, 1.1383770783732292 7.732541090482346, 1.138410855653828 7.732550741133946, 1.1384205063054276 7.732579693088745, 1.1384928861924248 7.732570042437145, 1.138565266079422 7.732516963853347, 1.1384591089118263 7.732459059943749, 1.138130986757439 7.732391505382552, 1.1381406374090386 7.732536265156546, 1.1380103536124435 7.732516963853347, 1.1379379737254465 7.7324204573373505, 1.1379427990512463 7.732343252124553, 1.1379958776350443 7.732309474843955, 1.1377546113450536 7.732333601472954, 1.1375857249420602 7.7324976625501485, 1.137619502222659 7.732758230143339, 1.1375808996162604 7.732878863288333, 1.1373492839778692 7.7329657191527295, 1.1373589346294688 7.7331201295783245, 1.1373975372358673 7.733124954904125, 1.1373927119100675 7.733153906858924, 1.137301030719871 7.733197334791122, 1.1372141748554743 7.733187684139522, 1.1372045242038746 7.73324076272332, 1.1370838910588792 7.733231112071721, 1.13706458975568 7.733144256207324, 1.1371852229006754 7.733124954904125, 1.1371852229006754 7.733033273713927, 1.1370645897556804 7.73296089382693, 1.1370645897556804 7.732811308727135, 1.136948781936485 7.73268585025634, 1.1370501137782811 7.7324831865727495, 1.1372769040908723 7.732290173540757, 1.137180397574876 7.732222618979559, 1.13733963332627 7.732092335182965, 1.1373975372358678 7.731638754557782, 1.1373589346294692 7.7314698681547895, 1.1372576027876733 7.7314360908741895, 1.137185222900676 7.731156221977801, 1.137214174855475 7.731040414158605, 1.1371031923620791 7.730823274497613, 1.1370742404072802 7.730596484185023, 1.1367750702076918 7.730263536704836, 1.1362201577407134 7.730229759424236, 1.1358679089573271 7.730350392569232, 1.1355446121287398 7.730413121804629, 1.1349366210779632 7.730644737443021, 1.1347580840233702 7.730533754949626, 1.1348497652135667 7.730413121804629, 1.1344685644753814 7.730234584750036, 1.134685704136373 7.730191156817837, 1.134685704136373 7.730065698347042, 1.1348545905393665 7.729988493134246, 1.1348352892361673 7.7298147814054525, 1.1342707261175895 7.729954715853647, 1.1343479313303866 7.729129585141878, 1.1340873637371969 7.729023427974282, 1.1339956825470006 7.72909580786128, 1.133879874727805 7.728936572109886, 1.1336868616958122 7.728970349390486, 1.1336820363700124 7.729047554603283, 1.1336096564830151 7.729062030580683, 1.1335179752928188 7.728970349390486, 1.1334841980122206 7.729086157209682, 1.1333732155188248 7.729115109164481, 1.133127123903034 7.7290909825354825, 1.1329099842420423 7.729110283838682, 1.132808652400246 7.728980000042087, 1.132755573816448 7.728777336358496, 1.1326590673004517 7.728893144177691, 1.1324612289426592 7.7287580350552965, 1.1323405957976638 7.728656703213501, 1.1321717093946702 7.728661528539301, 1.1321282814624718 7.728613275281302, 1.1320510762496752 7.728714607123099, 1.1319352684304795 7.728758035055297, 1.131814635285484 7.7286808298425, 1.131578194321293 7.728772511032698, 1.131423783895699 7.728777336358498, 1.131423783895699 7.728777336358498, 1.1313996572667002 7.729148886445084, 1.1312741987959054 7.729206790354682, 1.13115839097671 7.729148886445084, 1.13115839097671 7.729177838399883, 1.131052233809114 7.7291730130740826, 1.1310860110897127 7.7290234279742895, 1.1307771902385246 7.729042729277489, 1.1306710330709286 7.729153711770883, 1.1305407492743336 7.729259868938479, 1.1304345921067376 7.729115109164485, 1.130067867345952 7.729486659251072, 1.1297397451915647 7.729689322934664, 1.129812125078562 7.729259868938481, 1.1295081295531737 7.729206790354683, 1.1292169188181929 7.729374658927419, 1.12892930125861 7.729454306866996, 1.1281283969773102 7.729104740909962, 1.1282699933143356 7.728839247778039, 1.1284602633922136 7.728640127929097, 1.1283584910249767 7.728339235712918, 1.1285443362173224 7.728383484568237, 1.1286239841568992 7.728330385941854, 1.1289160266020142 7.728445432965687, 1.1293629400407508 7.728441008080155, 1.1297434801965067 7.72836578502611, 1.129889501419064 7.72847198227888, 1.1299602995875768 7.728356935255047, 1.1303098655446082 7.728330385941855, 1.1305355347067425 7.728454282736752, 1.1308231522663255 7.728033918611209, 1.1310134223442034 7.728033918611209, 1.1310886453982483 7.728131266092914, 1.1313275892169787 7.727971970213759, 1.1314514860118754 7.727918871587375, 1.1314559108974076 7.727741876166093, 1.1313275892169783 7.727591430058004, 1.1310399716573956 7.727002920282241, 1.1310355467718636 7.72690999768607, 1.130964748603351 7.726874598601812, 1.1309028002059023 7.726940971884793, 1.130672706158236 7.72682592486096, 1.1309072250914343 7.726502908217121, 1.1312346666208055 7.72639228607882, 1.1319913220467852 7.726945396770324, 1.1319824722757212 7.727047169137562, 1.1320532704442339 7.727047169137562, 1.1321196437272145 7.72715336639033, 1.1322125663233873 7.727122392191606, 1.1322258409799832 7.727051594023093, 1.1323453128893484 7.727069293565221, 1.1323674373170087 7.727126817077138, 1.1324382354855214 7.7271312419626685, 1.1324338105999894 7.7272772631852265, 1.1327081535029762 7.727294962727354, 1.1328895738097902 7.727365760895867, 1.1330798438876677 7.727463108377572, 1.1331462171706483 7.727410009751186, 1.1337258771753458 7.727365760895866, 1.1335842808383203 7.727144516619264, 1.1333763112183144 7.727060443794155, 1.1330178954902186 7.726586981042226, 1.1329072733519177 7.7266799036383995, 1.132668329533187 7.726560431729034, 1.1324603599131815 7.7265825561566945, 1.1323762870880725 7.726387861193285, 1.1326771793042516 7.726166616916682, 1.1328010760991492 7.72588342424263, 1.1322302658655152 7.7253568628643166, 1.1319691976191246 7.72525509049708, 1.1312833403616582 7.725277214924741, 1.1311240444825048 7.725140043473248, 1.1308806757782424 7.7251311937021825, 1.1306727061582362 7.724763928203023, 1.1306992554714284 7.724666580721318, 1.1305311098212107 7.72445418621578, 1.1301682692075832 7.724215242397049, 1.1301859687497113 7.723887800867678, 1.129929325388853 7.723308140862979, 1.1298895014190644 7.722989549104673, 1.1293363907275589 7.722564760093597, 1.1292509757997422 7.722331770123979, 1.129294929954799 7.722125185595213, 1.129391629095924 7.72176036610824, 1.1295938182091858 7.721966950637008, 1.129607004455703 7.7220416727006045, 1.1294971190680607 7.722191116827799, 1.129576236547163 7.722261443475889, 1.1296817265192998 7.722243861813866, 1.1296993081813225 7.72236253803252, 1.1299366606186296 7.722261443475889, 1.130059732252789 7.722529563821736, 1.130200385548971 7.722744939181515, 1.130538832542909 7.7228064749985945, 1.130653113346057 7.723078990759947, 1.1306838812545967 7.723347111105793, 1.1307981620577445 7.723399856091861, 1.1311366090516826 7.722881197062189, 1.1311937494532565 7.722881197062189, 1.1310926548966256 7.723298761535229, 1.131413520228541 7.723435019415906, 1.1318354801170867 7.7236679764377065, 1.1320508554768653 7.723632813113662, 1.1325651190910309 7.723672371853213, 1.1327453311267641 7.723689953515236, 1.1331013597827249 7.723865770135463, 1.133338712220032 7.724050377586702, 1.133184872677333 7.7243580566721, 1.1334485976076745 7.724889901948288, 1.13373869503105 7.724898692779299, 1.1338749529117262 7.725267907681778, 1.134547451484097 7.725456910548522, 1.1347408497663471 7.725228348942227, 1.134573823977131 7.724977810258403, 1.1342749357227442 7.7248986927793, 1.1340112107924027 7.724498709968284, 1.1339672566373458 7.724177844636367, 1.1340419787009426 7.723966864692094, 1.1339716520528518 7.723852583888946, 1.13402439703892 7.723663581022203, 1.1338749529117267 7.723298761535229, 1.1337650675240845 7.7229339420482574, 1.1335672738263285 7.722468028004656, 1.1333870617905952 7.721940578143972, 1.1332332222478962 7.721940578143972, 1.1331277322757598 7.721984532299029, 1.1329651019020495 7.721650480720596, 1.1330222423036234 7.721294452064636, 1.132929938578004 7.721241707078566, 1.1328376348523845 7.721039517965305, 1.132604677830583 7.720991168394742, 1.132543142013503 7.720613162661252, 1.1324772107809178 7.720586790168217, 1.132415674963838 7.720670303062826, 1.1323057895761959 7.720604371830241, 1.132305789576196 7.720336251484395, 1.132635445739123 7.720191202772707, 1.1329387294090154 7.72027911108282, 1.13312773227576 7.720226366096752, 1.133013451472612 7.720358228561924, 1.132868402760924 7.720380205639453, 1.1329035660849696 7.720639535154288, 1.13284203026789 7.720709861802378, 1.1329519156555323 7.7208197471900215, 1.1331013597827257 7.720679093893838, 1.133211245170368 7.720977982148226, 1.1332991534804817 7.7210527042118215, 1.1333211305580102 7.721166985014969, 1.1333431076355387 7.721193357508003, 1.1333475030510443 7.721487850346885, 1.1339496749753235 7.7217559706927315, 1.1340375832854372 7.721870251495879, 1.1342133999056647 7.7220944176866695, 1.1344243798499376 7.722322979292965, 1.1345210789910627 7.722362538032516, 1.1345210789910627 7.722428469265101, 1.1345782193926366 7.722437260096112, 1.1345826148081422 7.722410887603078, 1.1346309643787047 7.72241967843409, 1.1346221735476936 7.722481214251171, 1.1346793139492675 7.722538354652745, 1.1347100818578073 7.722714171272971, 1.1349166663865746 7.722925151217244, 1.1351320417463533 7.722889987893198, 1.1350529242672507 7.7226350537938675, 1.1350221563587108 7.722366933448021, 1.1349210618020802 7.7221955122432995, 1.1349835109416557 7.721913890467039, 1.1350970468902175 7.72175068254098, 1.135004798932011 7.72161231060367, 1.1349835109416557 7.721544898634212, 1.1351467188677133 7.721740038545803, 1.1350438269143293 7.7219564664477485, 1.1350047989320111 7.722130318368985, 1.1352141308371722 7.722311266287005, 1.135657630636242 7.722896686021778, 1.1357250426057006 7.722815082058748, 1.135746330596056 7.722988933979983, 1.1356363426458866 7.723304705836921, 1.135721494607308 7.723435981777446, 1.1357889065767666 7.7236062857002885, 1.13600178648032 7.723347281817632, 1.1362962703469028 7.723865289582945, 1.1363885183051092 7.723922057557226, 1.136228858377444 7.7243158853788, 1.1362749823565477 7.724738097187515, 1.1365233422440268 7.724961621086246, 1.1367858941250761 7.725323516922288, 1.1373855058534188 7.725635740780833, 1.137665797726431 7.725788304711712, 1.137946089599443 7.725685412758329, 1.1384818373567196 7.725625096785657, 1.1385705373165336 7.7254654368579905, 1.139081449085062 7.725660576769581, 1.1391666010464836 7.725486724848346, 1.1397413767860785 7.7245819852582445, 1.1398797487233883 7.724500381295216, 1.1399223247040986 7.724635205234133, 1.1399649006848094 7.724347817364334, 1.1404864564485155 7.724074621488107, 1.140507744438871 7.723893673570088, 1.1406496643745734 7.723900769566873, 1.1406780483617138 7.724106553473641, 1.1413876480402254 7.724425873328972, 1.142093570611202 7.7244759183515175, 1.142235333488824 7.724210112955977, 1.1422441936686754 7.724089023831342, 1.1423918633328647 7.724074256864923, 1.1424184438724188 7.723941354167153, 1.1424745583448106 7.723944307560437, 1.1424479778052565 7.723823218435803, 1.1426340415821352 7.723749383603707, 1.1427935248194598 7.723288654251437, 1.1428141985724465 7.723096683687991, 1.1428348723254331 7.723002175102909, 1.1429825419896227 7.7229696877767875, 1.1428850800112578 7.722774763820058, 1.1428466858985684 7.722759996853639, 1.1428201053590143 7.722715695954382, 1.142799431606028 7.722568026290193, 1.1427019696276628 7.722461704131976, 1.1427580841000546 7.722458750738692, 1.1429291438932356 7.722732972431282, 1.1430031462576011 7.7228275310079715, 1.1431018160767552 7.722831642250436, 1.1431141498041495 7.723119429222969, 1.1432333758356272 7.723156430405152, 1.1431634847137266 7.723320880103742, 1.1432210421082332 7.723485329802333, 1.1429702563178836 7.724221242203522, 1.1428551415288708 7.724813261118446, 1.1428592527713357 7.72533538891147, 1.1429003651959833 7.725454614942947, 1.1430524811671787 7.725573840974425, 1.1434142705040768 7.725845182977099, 1.1434882728684423 7.726198749829067, 1.1435910539300609 7.726198749829067, 1.1436239438697788 7.72596852025104, 1.1437760598409745 7.726021966403082, 1.1445037497572343 7.7264824255591344, 1.1446476432435004 7.7265975403481475, 1.1447627580325135 7.726601651590612, 1.1449829493931725 7.726379149435988)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6575,Plateaux,Anié,Anié 2,Adogbénou,Adogbenou,Nsp,Retenue d'eau,{irrigation},"MULTIPOLYGON (((1.6234308728186395 7.879541769475831, 1.6238630700880046 7.879522474954876, 1.6238399166628603 7.8791558790567535, 1.623411578297686 7.879175173577706, 1.623411578297686 7.879175173577706, 1.6234308728186395 7.879541769475831)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6576,Plateaux,Anié,Anié 2,Adogbénou,Okeloukoutou,N/a,Retenue d'eau,"{irrigation,elevage}","MULTIPOLYGON (((1.4423147779240673 7.739538702613627, 1.4419978047930626 7.7394792701515644, 1.4420919061913295 7.739033526686088, 1.4424088793223344 7.739088006442979, 1.4423147779240673 7.739538702613627)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6577,Plateaux,Est-Mono,Est-Mono 1,Elavagnon,Landa,Ifad,Retenue d'eau,{elevage},"MULTIPOLYGON (((1.2599370420812115 7.955119015267191, 1.260110165677105 7.95511667575914, 1.259969795193948 7.956143719794238, 1.259677356687371 7.956129682745923, 1.2598224061866332 7.95511667575914, 1.2599370420812115 7.955119015267191)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6578,Plateaux,Est-Mono,Est-Mono 3,Nyamassila,Nyamassila,Néant,Retenue d'eau,"{irrigation,elevage,autre}","MULTIPOLYGON (((1.1988042696321428 7.983381131007416, 1.1991450171021087 7.983446659367025, 1.1992236511336394 7.983236968616277, 1.1990860415784614 7.982771717263054, 1.1989549848592438 7.982535815168462, 1.1987321884365736 7.9826275548719146, 1.1986011317173557 7.982555473676345, 1.1986011317173557 7.982752058755171, 1.1988042696321428 7.983381131007416)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6579,Centrale,Sotouboua,Sotouboua 1,Tabindè,Landa,Retenue D'eau,Mare artificielle,"{irrigation,elevage}","MULTIPOLYGON (((1.0804535490084275 8.500129161572891, 1.0815295290415294 8.500325622008006, 1.0815295290415294 8.500325622008006, 1.082531018149263 8.501512568328438, 1.0820923493665366 8.502093761393162, 1.0814302078077047 8.502453936934627, 1.0806108076286498 8.502347521468968, 1.0804121651610001 8.50185637278305, 1.0803707813135734 8.501406152601415, 1.080379058083059 8.500923188545952, 1.0804325431206319 8.500095661530066, 1.0804535490084275 8.500129161572891)))"
