FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,village,barrage_nom_officiel,barrage_type,barrage_utilisation,geometry
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_657a,Plateaux,Haho,Haho 1,Notsé,Atchokou,N/a,Mare naturelle,"{irrigation,elevage}","MULTIPOLYGON (((1.133080370313808 6.926189558461368, 1.1329452802662376 6.92639587257659, 1.132856952158211 6.926540292403547, 1.132685491713218 6.926571239503571, 1.1325088354971646 6.926581555203125, 1.1323165919679299 6.926658922942608, 1.1321347399808164 6.926720817125054, 1.1320048457043064 6.926741448517398, 1.1320308245596082 6.926834289771777, 1.1320879780412727 6.926844605465578, 1.1320931738123332 6.926921973161909, 1.1321295442097559 6.9270096565357395, 1.1322282638599033 6.927019972225706, 1.132332179281111 6.927035445760232, 1.1324257031601979 6.927066392827765, 1.1325659889788284 6.927030287915447, 1.1325763805209492 6.926906499623659, 1.1325763805209492 6.926865236852509, 1.132623142460493 6.926808500536284, 1.1326906874842781 6.926911657469797, 1.1327894071344253 6.927025130070602, 1.1328829310135125 6.9271334448004485, 1.1330024337479014 6.927241759505415, 1.1331219364822906 6.927365547709201, 1.1332414392166796 6.927308811453166, 1.1332933969272836 6.927185023234487, 1.1333609419510686 6.927076708516488, 1.1334492700590957 6.927081866360767, 1.1334752489143973 6.926968393773613, 1.1335583812513639 6.926813658383493, 1.1336051431909073 6.926689870034845, 1.1336051431909073 6.926545450253688, 1.133438878516975 6.92640618827998, 1.1333609419510686 6.9263030312359035, 1.133220656132438 6.926179242753235, 1.133080370313808 6.926189558461368)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_657b,Plateaux,Haho,Haho 1,Notsé,Notse,Retenue,Retenue d'eau,{irrigation},"MULTIPOLYGON (((1.189355 6.953519999999999, 1.1894038899714876 6.953509708995068, 1.1894394463143876 6.953505264452206, 1.189473521143 6.9534963753664805, 1.1894883362858752 6.953526005652231, 1.1894987068858878 6.953604525909468, 1.1894927808287379 6.953632674680931, 1.1894290757143753 6.9536267486237815, 1.1894038899714878 6.953614896509481, 1.1893535184857127 6.953616378023769, 1.1893387033428378 6.953589710766593, 1.189355 6.953519999999999)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_657c,Plateaux,Haho,Haho 1,Notsé,Notse,Barrage de Nawoulo,Barrage paysan,"{irrigation,autre}","MULTIPOLYGON (((1.188655616548227 6.952940139531183, 1.1887487221987114 6.9525397852341, 1.1889628651948254 6.95241874788847, 1.1892980455365694 6.95241874788847, 1.18965184700841 6.952446679583615, 1.1900149590452995 6.9526608225797295, 1.1901918597812198 6.952763238795263, 1.1902291020414135 6.952968071226328, 1.190052201305493 6.953033245181667, 1.189800816049185 6.953079798006908, 1.1891770081909394 6.9530704874418605, 1.1889535546297767 6.953079798006908, 1.1887207905035655 6.953042555746716, 1.188655616548227 6.952940139531183)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_657d,Plateaux,Haho,Haho 1,Notsé,Notsè,Barrage Nawoulo,Retenue d'eau,{autre},"MULTIPOLYGON (((1.1893767672204894 6.9536963876162625, 1.1893485892885183 6.953752743480204, 1.1893767672204894 6.953833962225296, 1.1894066026778705 6.953847222428577, 1.1895276020328043 6.953838934801527, 1.189549149863135 6.953809099344147, 1.189550807388545 6.953736168226105, 1.1895276020328043 6.953676497311342, 1.1894215204065606 6.953663237108063, 1.1893767672204894 6.9536963876162625)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_657e,Plateaux,Haho,Haho 1,Hahomégbé,Balenou,Barage Balenou,Retenue d'eau,{elevage},"MULTIPOLYGON (((1.0601630029753861 6.940437475881936, 1.0599604597853014 6.940472322022167, 1.0599757049716518 6.940557259488975, 1.0600519309034042 6.94059428351297, 1.0601956712318517 6.940809894005642, 1.060298031768776 6.940805538238113, 1.0603611903979422 6.940722778655067, 1.0603873250031144 6.940622596001908, 1.0601630029753861 6.940437475881936)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_657f,Plateaux,Haho,Haho 1,Hahomégbé,Fawoukpe,Barrage de Fawoukpe,Retenue d'eau,{autre},"MULTIPOLYGON (((0.994957575915877 6.963344347306568, 0.9948480718436084 6.963208562256955, 0.9947473280971211 6.9631121986733575, 0.9945721215814912 6.963099058184685, 0.9944319563689872 6.963064016881559, 0.9943925349029704 6.962915091343275, 0.9942698903420294 6.962906331017494, 0.9941472457810884 6.962792446782334, 0.9940070805685844 6.962739884827644, 0.9939019566592062 6.96283186824835, 0.9938231137271728 6.962682942710065, 0.9938493947045173 6.962560298149123, 0.9940596425232733 6.962406992447946, 0.9940596425232733 6.9623150090272405, 0.9941341052924161 6.962240546258098, 0.9942041878986682 6.962126662022938, 0.9942392292017942 6.962052199253796, 0.9943180721338276 6.961951455507308, 0.9944012952287519 6.961855091923711, 0.9945239397896927 6.9617368275256615, 0.9945940223959447 6.961679885408081, 0.9947079066311042 6.9616492242678465, 0.9948174107033729 6.961570381335814, 0.9948874933096251 6.9614740177522165, 0.9950626998252551 6.961390794657292, 0.9951196419428349 6.961320712051041, 0.995312369110028 6.961241869119007, 0.9954087326936243 6.961268150096352, 0.9955138566030023 6.9613426128654945, 0.9955576582319098 6.9614302161233095, 0.9954612946483131 6.9616711250823, 0.9954919557885485 6.961828810946366, 0.9953824517162798 6.961920794367073, 0.9953561707389351 6.962091620719811, 0.9953693112276074 6.962201124792081, 0.9953693112276074 6.962201124792081, 0.9953211294358092 6.962319389190131, 0.9952598071553387 6.962380711470602, 0.9952773278069017 6.962507736194433, 0.9951634435717422 6.962560298149122, 0.9951634435717422 6.962704843524518, 0.995185344386196 6.96277054596788, 0.9951984848748683 6.962871289714367, 0.9951371625943978 6.962954512809292, 0.9951371625943978 6.963072777207342, 0.9951415427572885 6.963199801931174, 0.9950539394994734 6.963291785351879, 0.994957575915877 6.963344347306568)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6580,Plateaux,Haho,Haho 1,Hahomégbé,Kpodi Kopé,Barrage de Kpodi,Retenue d'eau,"{irrigation,eau potable,elevage}","MULTIPOLYGON (((1.0517600404372338 6.924120698528804, 1.0519486399521667 6.9241329984971705, 1.0522602391507516 6.924227298254636, 1.0525964382860669 6.924366697896109, 1.0527768378220899 6.924477397611395, 1.0528260376955507 6.924690597063059, 1.052465238623505 6.925473695048977, 1.0523381389503979 6.925596694732629, 1.052174139372195 6.925793494226473, 1.0512352417869848 6.925358895344235, 1.0517600404372338 6.924120698528804)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6581,Plateaux,Haho,Haho 1,Dalia,Amankpape,Nsp,Mare naturelle,"{irrigation,elevage}","MULTIPOLYGON (((1.1302404240639556 6.809840636245806, 1.129487859957497 6.809533821648557, 1.1294010256375209 6.809915892656452, 1.1294647041388368 6.81017639561638, 1.1298583530560613 6.810286385755015, 1.1302404240639556 6.809840636245806)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6582,Plateaux,Haho,Haho 1,Atchavé,Kpele,Nsp,Retenue d'eau,{autre},"MULTIPOLYGON (((1.1918089386681878 6.860586981441622, 1.1918089386681878 6.860586981441622, 1.1919059199771844 6.860594255039797, 1.191931377570796 6.860637896628845, 1.1919192549071715 6.860771245928716, 1.1919192549071715 6.860771245928716, 1.1918162122663623 6.860785793125066, 1.1917992405372881 6.8608015525877795, 1.1917859056073008 6.860705783545144, 1.1917859056073008 6.860705783545144, 1.1917980282709255 6.8606136513015965, 1.1917980282709255 6.8606136513015965, 1.1918089386681878 6.860586981441622)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6583,Plateaux,Haho,Haho 1,Atchavé,Logokpe,Venou,Retenue d'eau,"{elevage,autre}","MULTIPOLYGON (((1.114555 6.867944999999999, 1.1146466666666666 6.867908333333332, 1.1147033333333334 6.868033333333333, 1.1146916666666666 6.868061666666667, 1.1146566666666666 6.868091666666667, 1.1146233333333333 6.868083333333334, 1.1145833333333333 6.868038333333334, 1.1145383333333332 6.8679966666666665, 1.1145333333333334 6.867963333333334, 1.114555 6.867944999999999)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6584,Plateaux,Haho,Haho 4,Wahala,Akana Cope,Afoclo,Retenue d'eau,{autre},"MULTIPOLYGON (((1.1126777424921497 7.159079394474524, 1.1126596774988786 7.15905079156851, 1.1126566666666666 7.1590312211591325, 1.112650645002243 7.159014661581968, 1.1126551612505609 7.1589950911725895, 1.1126566666666666 7.158983047843743, 1.1126777424921497 7.15893939077667, 1.1126988183176327 7.158916809535082, 1.112712367062586 7.158903260790128, 1.1127650566262934 7.1588701416357985, 1.112795164948412 7.158858098306951, 1.1128312949349541 7.158849065810317, 1.1128598978409667 7.158843044145893, 1.112894522411403 7.158843044145893, 1.1129336632301572 7.158853582058635, 1.11295473905564 7.158867130803588, 1.1129818365455466 7.15889272287739, 1.1130029123710297 7.15893336911225, 1.113019471948195 7.158971004514899, 1.1130390423575718 7.159028210326925, 1.1130345261092542 7.159092943219481, 1.1130074286193472 7.159154665279825, 1.1129728040489106 7.159183268185838, 1.112942695726792 7.159204344011321, 1.1128960278275082 7.15921939817238, 1.1128644140892836 7.159222409004592, 1.1128102191094702 7.159217892756273, 1.112793659532305 7.159214881924062, 1.1127394645524915 7.159184773601943, 1.1127003237337374 7.159126062373811, 1.1126777424921497 7.159079394474524)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6585,Plateaux,Haho,Haho 4,Wahala,Wahala Ville,N/a,Retenue d'eau,{irrigation},"MULTIPOLYGON (((1.1664577544017911 7.171018189597172, 1.1664478565661809 7.170925809798144, 1.1664478565661807 7.170830130720578, 1.166454455123254 7.17076744442838, 1.1664610536803275 7.170714655971793, 1.1664907471871582 7.170675064629352, 1.1665732291505762 7.170632174008374, 1.1666227183286273 7.170605779780081, 1.1666755067852153 7.1705760862732495, 1.1667249959632662 7.170552991323492, 1.1667810836983907 7.170539794209344, 1.1668602663832723 7.170513399981049, 1.166919653396934 7.170513399981049, 1.1669757411320585 7.170519998538122, 1.1670615223740135 7.170543093487879, 1.1671077122735278 7.17058268483032, 1.167144004337432 7.170648670401055, 1.1671605007301156 7.170714655971791, 1.1671736978442622 7.1707740429854505, 1.1671769971227988 7.1708367292776485, 1.167186894958409 7.170892817012773, 1.1671802964013356 7.170935707633751, 1.1671769971227988 7.170978598254728, 1.1671572014515785 7.1710313867113165, 1.167137405780358 7.17106767877522, 1.1671176101091376 7.171097372282053, 1.1670780187666965 7.171113868674735, 1.1670054346388887 7.171130365067418, 1.1668866606115662 7.171146861460102, 1.1667876822554637 7.171153460017176, 1.1667150981276555 7.171153460017176, 1.1666458132783841 7.1711402629030285, 1.1665996233788698 7.171133664345955, 1.166546834922282 7.1711171679532715, 1.166507243579841 7.171094073003514, 1.1664577544017911 7.171018189597172)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6586,Plateaux,Haho,Haho 4,Wahala,Kpota,Kpota,Retenue d'eau,{elevage},"MULTIPOLYGON (((1.1657919173106914 7.161972231983671, 1.1658439032560501 7.16185340696571, 1.1658773227923525 7.161844123761181, 1.1659664415558246 7.161855263606617, 1.165998004451221 7.161899822988352, 1.1659905778875983 7.162349130087524, 1.1659497317876737 7.162464241823676, 1.1658401899742392 7.162512514487222, 1.165786347387975 7.1624753816691085, 1.1657919173106914 7.161972231983671)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6587,Plateaux,Haho,Haho 4,Wahala,Bako,Nsp,Retenue d'eau,{irrigation},"MULTIPOLYGON (((1.1633576662545566 7.139625634983476, 1.1637753163718383 7.1395943112246805, 1.1636500213366539 7.139348941780778, 1.163425534398615 7.139369824286642, 1.1633159012428287 7.139505560574758, 1.1633576662545566 7.139625634983476)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6588,Plateaux,Haho,Haho 4,Wahala,Bako,Bako,Retenue d'eau,"{irrigation,elevage}","MULTIPOLYGON (((1.1630784342452958 7.132020112561187, 1.1630044582597028 7.131994749366127, 1.1629685270667003 7.132098315745956, 1.1629664134671118 7.132163837333196, 1.163002344660114 7.132174405331138, 1.1630551846498234 7.132127906140193, 1.1630784342452958 7.132020112561187)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6589,Plateaux,Haho,Haho 4,Wahala,Teteracondji,Barrage Teteracondji,Retenue d'eau,"{elevage,eau potable}","MULTIPOLYGON (((1.1654532214877145 7.185902190355015, 1.1655067550414002 7.185896242182383, 1.1655394699908748 7.18586947540554, 1.1655602885950858 7.185821890024488, 1.165575159026665 7.185658315277115, 1.1655513663361379 7.185518533220269, 1.165524599559295 7.185313321264473, 1.1654948586961364 7.1852568136244725, 1.1654175324519238 7.185200305984471, 1.1653521025529745 7.185203280070787, 1.1651677092013906 7.185271684056052, 1.165185553719286 7.185411466112898, 1.1652301650140242 7.185717797003431, 1.1652658540498146 7.185836760456065, 1.1653104653445527 7.1858843458371195, 1.1654532214877145 7.185902190355015)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_658a,Plateaux,Kloto,Kloto 1,Tové,Agou Nyogbo Sud,Agou Nyogbo Sud,Retenue d'eau,"{elevage,autre}","MULTIPOLYGON (((0.7114033333333333 6.8733433333333345, 0.7112850000000001 6.873636666666666, 0.7108399999999999 6.873506666666667, 0.7107033333333334 6.872881666666666, 0.7113999999999999 6.872963333333333, 0.7114418336743956 6.8732221126262365, 0.7114033333333333 6.8733433333333345)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_658b,Plateaux,Haho,Haho 2,Asrama,Kame,Barrage de Kame,Retenue d'eau,"{irrigation,elevage}","MULTIPOLYGON (((1.3935250000000001 7.035666666666667, 1.3935133333333334 7.035638333333333, 1.3935283333333333 7.035453333333334, 1.39355 7.0354399999999995, 1.393725 7.035471666666666, 1.39374 7.035638333333333, 1.3936933333333332 7.035678333333334, 1.3936233333333334 7.035693333333334, 1.3935250000000001 7.035666666666667)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_658c,Plateaux,Haho,Haho 2,Asrama,Tetetou,Nsp,Mare naturelle,{autre},"MULTIPOLYGON (((1.5004702323274908 7.008113368442297, 1.5004002452681597 7.00839331667962, 1.500257355022026 7.008724297147706, 1.5000532260989778 7.008918219624603, 1.4996785037188105 7.008747626167484, 1.4993839748441269 7.008649935897168, 1.499281910382603 7.008677639108152, 1.499190052367231 7.008267923198319, 1.4996945424199075 7.008270839325791, 1.499873884259443 7.0083277038114975, 1.5004702323274908 7.008113368442297)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_658d,Plateaux,Haho,Haho 2,Asrama,Tetetou,Barrage de Tetetou,Mare naturelle,{irrigation},"MULTIPOLYGON (((1.5007611097034095 7.0086659391204265, 1.501010370590504 7.0088146693735, 1.5009401368598865 7.008924839931331, 1.5006289050340114 7.008922085667385, 1.5005765740190413 7.0087912581299605, 1.5007611097034095 7.0086659391204265)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_658e,Plateaux,Haho,Haho 2,Asrama,Boloume,Barrage de Boloume,Retenue d'eau,{autre},"MULTIPOLYGON (((1.3830573496861334 7.012394326035411, 1.38304540400767 7.012537674176971, 1.3830191235150506 7.012726415896693, 1.3830163446768775 7.01279605900587, 1.3829705811456041 7.012901045930557, 1.3829140497246188 7.01296699925504, 1.3828346365379962 7.01301545475874, 1.382779451103225 7.013069294207297, 1.3827646452548719 7.013069294207297, 1.382718881723598 7.013000648910388, 1.3824846801223745 7.012630502701557, 1.3825002592801305 7.0125336117788155, 1.3827051806028094 7.012305403942196, 1.3828495569892418 7.012039937683271, 1.3829753041645219 7.011946791627508, 1.3830591356147086 7.012188971372492, 1.3830573496861334 7.012394326035411)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_658f,Plateaux,Haho,Haho 3,Kpédomé,Avassikpe,Avassikpe,Retenue d'eau,"{irrigation,eau potable}","MULTIPOLYGON (((1.1991274327544792 7.085773365402166, 1.1991395917620051 7.08568651534841, 1.199153487770606 7.085644827322608, 1.199189964793183 7.085663934334434, 1.1992386008232852 7.085695200353785, 1.1992577078351112 7.085740362381739, 1.1992611818372614 7.085790735412916, 1.1992438118265107 7.0858393714430195, 1.1992907108555377 7.085943591507523, 1.1993080808662886 7.086006123546226, 1.1992993958609133 7.086028704560202, 1.199315028870589 7.086115554613958, 1.1992785518480118 7.086169401647285, 1.1991951757964074 7.086150294635459, 1.1990562157104 7.086136398626858, 1.1990423197017992 7.086089499597831, 1.1991274327544792 7.085773365402166)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6590,Plateaux,Haho,Haho 3,Kpédomé,Akakegan,Akakegan,Retenue d'eau,"{eau potable,irrigation}","MULTIPOLYGON (((1.1848057593340373 7.050807708788191, 1.1833701583135785 7.052491277257641, 1.1832004963747969 7.054357558584238, 1.1827306633135557 7.055323326543457, 1.182952528925808 7.055832312359802, 1.1838138895380834 7.055714854094491, 1.1841140606605431 7.054840442563848, 1.1846883010687268 7.053430943380126, 1.1856018653544735 7.052478226339276, 1.1859150873953006 7.051421101951483, 1.1848057593340373 7.050807708788191)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6591,Plateaux,Haho,Haho 4,Akpakpakpé,Amoudji-cope,Barrage Amoudji-cope,Barrage paysan,"{eau potable,autre,elevage}","MULTIPOLYGON (((1.0860632193898163 7.062126006604653, 1.0862947141289474 7.062166858617441, 1.0863246722716584 7.06206609031923, 1.086403652829715 7.06206609031923, 1.0864417813749836 7.062079707656825, 1.0864799099202522 7.061910852670636, 1.0864172701673107 7.062030685241479, 1.0863246722716582 7.062033408708998, 1.0862974375964662 7.061946257748385, 1.0863001610639855 7.061785573164753, 1.0862647559862362 7.061739274216927, 1.0860523255197396 7.061739274216926, 1.0860087500394326 7.061834595580097, 1.0860632193898163 7.062126006604653)))"
